,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
4744,Toyota,FJ Cruiser,2013,0,260,6,AUTOMATIC,rear wheel drive,4,No category,Midsize,4dr SUV,20,16,2031,27030
4742,Toyota,FJ Cruiser,2012,0,260,6,MANUAL,four wheel drive,4,No category,Midsize,4dr SUV,18,15,2031,27295
4748,Toyota,FJ Cruiser,2014,0,260,6,AUTOMATIC,rear wheel drive,4,No category,Midsize,4dr SUV,20,16,2031,27680
4741,Toyota,FJ Cruiser,2012,0,260,6,AUTOMATIC,four wheel drive,4,No category,Midsize,4dr SUV,20,17,2031,27705
4746,Toyota,FJ Cruiser,2013,0,260,6,MANUAL,four wheel drive,4,No category,Midsize,4dr SUV,18,15,2031,28210
4745,Toyota,FJ Cruiser,2013,0,260,6,AUTOMATIC,four wheel drive,4,No category,Midsize,4dr SUV,20,17,2031,28620
4749,Toyota,FJ Cruiser,2014,0,260,6,MANUAL,four wheel drive,4,No category,Midsize,4dr SUV,18,15,2031,28860
4747,Toyota,FJ Cruiser,2014,0,260,6,AUTOMATIC,four wheel drive,4,No category,Midsize,4dr SUV,20,17,2031,29270
5736,Toyota,Highlander,2015,0,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,20,2031,29765
5742,Toyota,Highlander,2016,0,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,20,2031,30490
5730,Toyota,Highlander,2015,0,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,31070
5747,Toyota,Highlander,2016,0,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,32015
5735,Toyota,Highlander,2015,0,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,32530
5745,Toyota,Highlander,2016,0,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,33475
5723,Toyota,Highlander Hybrid,2014,0,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,47300
5725,Toyota,Highlander Hybrid,2015,0,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,47850
5728,Toyota,Highlander Hybrid,2016,0,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,47870
6347,Toyota,Land Cruiser,2015,0,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,80155
6348,Toyota,Land Cruiser,2016,0,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,83825
6349,Toyota,Land Cruiser,2017,0,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,84325
6716,Toyota,Matrix,2011,0,132,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,2031,18845
6718,Toyota,Matrix,2012,0,132,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,2031,18845
6726,Toyota,Matrix,2013,0,132,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,2031,19275
6714,Toyota,Matrix,2011,0,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,2031,19565
6721,Toyota,Matrix,2012,0,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,2031,19565
6712,Toyota,Matrix,2011,0,132,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,25,2031,19685
6720,Toyota,Matrix,2012,0,132,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,25,2031,19685
6722,Toyota,Matrix,2013,0,132,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,25,2031,20115
6724,Toyota,Matrix,2013,0,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,2031,20265
6713,Toyota,Matrix,2011,0,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,21,2031,20755
6719,Toyota,Matrix,2012,0,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,21,2031,20755
6725,Toyota,Matrix,2013,0,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,21,2031,21455
6715,Toyota,Matrix,2011,0,158,4,AUTOMATIC,all wheel drive,4,Hatchback,Compact,4dr Hatchback,26,20,2031,21715
6717,Toyota,Matrix,2012,0,158,4,AUTOMATIC,all wheel drive,4,Hatchback,Compact,4dr Hatchback,26,20,2031,21715
6723,Toyota,Matrix,2013,0,158,4,AUTOMATIC,all wheel drive,4,Hatchback,Compact,4dr Hatchback,26,20,2031,22415
7014,Toyota,MR2,1993,0,135,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26,19,2031,2000
7017,Toyota,MR2,1994,0,135,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26,19,2031,2000
7018,Toyota,MR2,1995,0,135,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,26,19,2031,2038
7015,Toyota,MR2,1993,0,200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,18,2031,2078
7016,Toyota,MR2,1994,0,200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,18,2031,2254
7019,Toyota,MR2,1995,0,200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,25,18,2031,2462
7009,Toyota,MR2 Spyder,2003,0,138,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,29,23,2031,24645
7011,Toyota,MR2 Spyder,2004,0,138,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,29,23,2031,24895
7013,Toyota,MR2 Spyder,2005,0,138,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,29,23,2031,25145
7008,Toyota,MR2 Spyder,2003,0,138,4,AUTOMATED_MANUAL,rear wheel drive,2,Performance,Compact,Convertible,30,22,2031,25645
7010,Toyota,MR2 Spyder,2004,0,138,4,AUTOMATED_MANUAL,rear wheel drive,2,Performance,Compact,Convertible,30,23,2031,25895
7012,Toyota,MR2 Spyder,2005,0,138,4,AUTOMATED_MANUAL,rear wheel drive,2,Performance,Compact,Convertible,30,23,2031,26145
7445,Toyota,Paseo,1995,0,100,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,33,25,2031,2000
7446,Toyota,Paseo,1996,0,93,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,32,26,2031,2000
7447,Toyota,Paseo,1997,0,93,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,34,26,2031,2000
7448,Toyota,Paseo,1997,0,93,4,MANUAL,front wheel drive,2,No category,Compact,Convertible,32,25,2031,2178
7568,Toyota,Pickup,1993,0,150,6,MANUAL,rear wheel drive,2,No category,Compact,Extended Cab Pickup,20,15,2031,2000
7573,Toyota,Pickup,1994,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Regular Cab Pickup,25,19,2031,2000
7576,Toyota,Pickup,1994,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Extended Cab Pickup,25,19,2031,2000
7587,Toyota,Pickup,1995,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Regular Cab Pickup,25,19,2031,2000
7570,Toyota,Pickup,1993,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,20,17,2031,2013
7577,Toyota,Pickup,1994,0,150,6,MANUAL,rear wheel drive,2,No category,Compact,Extended Cab Pickup,20,15,2031,2040
7575,Toyota,Pickup,1994,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,20,17,2031,2115
7569,Toyota,Pickup,1993,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Extended Cab Pickup,20,17,2031,2142
7583,Toyota,Pickup,1995,0,116,4,MANUAL,rear wheel drive,2,No category,Compact,Extended Cab Pickup,25,19,2031,2197
7567,Toyota,Pickup,1993,0,150,6,MANUAL,four wheel drive,2,No category,Compact,Extended Cab Pickup,17,14,2031,2221
7572,Toyota,Pickup,1994,0,150,6,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,17,14,2031,2281
7571,Toyota,Pickup,1994,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Extended Cab Pickup,20,17,2031,2293
7581,Toyota,Pickup,1995,0,150,6,MANUAL,rear wheel drive,2,No category,Compact,Extended Cab Pickup,22,16,2031,2311
7585,Toyota,Pickup,1995,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,20,17,2031,2409
7578,Toyota,Pickup,1994,0,150,6,MANUAL,four wheel drive,2,No category,Compact,Extended Cab Pickup,17,14,2031,2423
7589,Toyota,Pickup,1995,0,150,6,MANUAL,four wheel drive,2,No category,Compact,Regular Cab Pickup,17,14,2031,2539
7584,Toyota,Pickup,1995,0,116,4,MANUAL,four wheel drive,2,No category,Compact,Extended Cab Pickup,20,17,2031,2553
7582,Toyota,Pickup,1995,0,150,6,MANUAL,four wheel drive,2,No category,Compact,Extended Cab Pickup,17,14,2031,2691
7647,Toyota,Previa,1995,0,138,4,AUTOMATIC,rear wheel drive,3,No category,Compact,Passenger Minivan,20,15,2031,2000
7648,Toyota,Previa,1995,0,161,4,AUTOMATIC,all wheel drive,3,No category,Compact,Passenger Minivan,20,15,2031,2000
7651,Toyota,Previa,1995,0,161,4,AUTOMATIC,rear wheel drive,3,No category,Compact,Passenger Minivan,20,16,2031,2000
7653,Toyota,Previa,1995,0,138,4,AUTOMATIC,all wheel drive,3,No category,Compact,Passenger Minivan,19,15,2031,2000
7655,Toyota,Previa,1996,0,161,4,AUTOMATIC,rear wheel drive,3,No category,Compact,Passenger Minivan,20,16,2031,2064
7658,Toyota,Previa,1996,0,161,4,AUTOMATIC,all wheel drive,3,No category,Compact,Passenger Minivan,19,15,2031,2196
7660,Toyota,Previa,1997,0,161,4,AUTOMATIC,rear wheel drive,3,No category,Compact,Passenger Minivan,20,16,2031,2242
7659,Toyota,Previa,1997,0,161,4,AUTOMATIC,all wheel drive,3,No category,Compact,Passenger Minivan,19,15,2031,2388
7696,Toyota,Prius,2015,0,134,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,23215
7697,Toyota,Prius,2016,0,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,24200
7707,Toyota,Prius,2017,0,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,24685
7701,Toyota,Prius,2016,0,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,58,2031,24700
7708,Toyota,Prius,2017,0,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,58,2031,25165
7664,Toyota,Prius c,2014,0,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,19080
7669,Toyota,Prius c,2015,0,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,19540
7672,Toyota,Prius c,2016,0,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,19560
7676,Toyota,Prius Prime,2017,0,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031,27100
7679,Toyota,Prius v,2015,0,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,26675
7683,Toyota,Prius v,2016,0,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,26675
7687,Toyota,Prius v,2017,0,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031,26675
8385,Toyota,RAV4,2015,0,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,23680
8390,Toyota,RAV4,2016,0,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,24350
8398,Toyota,RAV4,2017,0,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,23,2031,24910
8386,Toyota,RAV4,2015,0,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,25080
8388,Toyota,RAV4,2016,0,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,25750
8397,Toyota,RAV4,2017,0,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,26310
8395,Toyota,RAV4,2017,0,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,23,2031,31830
8373,Toyota,RAV4 EV,2012,3,154,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,4dr SUV,74,78,2031,49800
8374,Toyota,RAV4 EV,2013,3,249.3860701,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,4dr SUV,74,78,2031,49800
8375,Toyota,RAV4 EV,2014,3,249.3860701,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,4dr SUV,74,78,2031,49800
8376,Toyota,RAV4 Hybrid,2016,0,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,31,34,2031,28370
8379,Toyota,RAV4 Hybrid,2017,0,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,30,34,2031,29030
9122,Toyota,Sequoia,2015,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,4dr SUV,17,13,2031,44395
9125,Toyota,Sequoia,2016,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,4dr SUV,17,13,2031,45325
9134,Toyota,Sequoia,2017,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,4dr SUV,17,13,2031,45460
9115,Toyota,Sequoia,2015,0,381,8,AUTOMATIC,four wheel drive,4,No category,Large,4dr SUV,17,13,2031,47620
9118,Toyota,Sequoia,2015,1,381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,47620
9129,Toyota,Sequoia,2016,0,381,8,AUTOMATIC,four wheel drive,4,No category,Large,4dr SUV,17,13,2031,48550
9131,Toyota,Sequoia,2016,1,381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,48550
9132,Toyota,Sequoia,2017,0,381,8,AUTOMATIC,four wheel drive,4,No category,Large,4dr SUV,17,13,2031,48685
9138,Toyota,Sequoia,2017,1,381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,48685
9218,Toyota,Sienna,2015,0,266,6,AUTOMATIC,front wheel drive,4,No category,Large,Passenger Minivan,25,18,2031,26595
9235,Toyota,Sienna,2016,0,266,6,AUTOMATIC,front wheel drive,4,No category,Large,Passenger Minivan,25,18,2031,26745
9249,Toyota,Sienna,2017,0,296,6,AUTOMATIC,front wheel drive,4,No category,Large,Passenger Minivan,27,19,2031,27645
9209,Toyota,Sienna,2015,0,266,6,AUTOMATIC,all wheel drive,4,No category,Large,Passenger Minivan,23,16,2031,33960
9219,Toyota,Sienna,2016,0,266,6,AUTOMATIC,all wheel drive,4,No category,Large,Passenger Minivan,23,16,2031,34180
9238,Toyota,Sienna,2017,0,296,6,AUTOMATIC,all wheel drive,4,No category,Large,Passenger Minivan,24,18,2031,35080
10097,Toyota,Supra,1996,0,220,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2031,14977
10099,Toyota,Supra,1997,0,220,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2031,17320
10096,Toyota,Supra,1996,0,320,6,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,22,16,2031,18255
10100,Toyota,Supra,1998,0,225,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2031,20596
10098,Toyota,Supra,1997,0,320,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,15,2031,22001
10101,Toyota,Supra,1998,0,320,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,15,2031,25279
10154,Toyota,T100,1996,0,150,4,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,22,18,2031,2141
10158,Toyota,T100,1997,0,150,4,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,22,17,2031,2348
10153,Toyota,T100,1996,0,190,6,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,20,15,2031,2506
10161,Toyota,T100,1998,0,150,4,MANUAL,rear wheel drive,2,No category,Large,Regular Cab Pickup,22,17,2031,2540
10160,Toyota,T100,1997,0,190,6,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,19,15,2031,2767
10155,Toyota,T100,1996,0,190,6,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,18,15,2031,2802
10159,Toyota,T100,1997,0,190,6,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,17,15,2031,3042
10162,Toyota,T100,1998,0,190,6,MANUAL,rear wheel drive,2,No category,Large,Extended Cab Pickup,19,15,2031,3058
10164,Toyota,T100,1998,0,190,6,MANUAL,four wheel drive,2,No category,Large,Extended Cab Pickup,18,15,2031,3480
10172,Toyota,Tacoma,2015,0,159,4,MANUAL,rear wheel drive,4,No category,Compact,Extended Cab Pickup,25,21,2031,20965
10170,Toyota,Tacoma,2015,0,159,4,AUTOMATIC,rear wheel drive,4,No category,Compact,Extended Cab Pickup,24,19,2031,21865
10167,Toyota,Tacoma,2015,0,159,4,AUTOMATIC,rear wheel drive,4,No category,Compact,Crew Cab Pickup,24,19,2031,23075
10187,Toyota,Tacoma,2016,0,159,4,AUTOMATIC,rear wheel drive,4,No category,Compact,Extended Cab Pickup,23,19,2031,23660
10176,Toyota,Tacoma,2015,0,236,6,AUTOMATIC,rear wheel drive,4,No category,Compact,Extended Cab Pickup,21,17,2031,23960
10237,Toyota,Tacoma,2017,0,159,4,AUTOMATIC,rear wheel drive,4,No category,Compact,Extended Cab Pickup,23,19,2031,24120
10212,Toyota,Tacoma,2016,0,159,4,AUTOMATIC,rear wheel drive,4,No category,Compact,Crew Cab Pickup,23,19,2031,24490
10169,Toyota,Tacoma,2015,0,159,4,MANUAL,four wheel drive,4,No category,Compact,Extended Cab Pickup,20,18,2031,24800
10226,Toyota,Tacoma,2017,0,159,4,AUTOMATIC,rear wheel drive,4,No category,Compact,Crew Cab Pickup,23,19,2031,24950
10175,Toyota,Tacoma,2015,0,236,6,AUTOMATIC,rear wheel drive,4,No category,Compact,Crew Cab Pickup,21,17,2031,25060
10185,Toyota,Tacoma,2016,0,159,4,MANUAL,four wheel drive,4,No category,Compact,Extended Cab Pickup,21,19,2031,25185
10217,Toyota,Tacoma,2017,0,159,4,MANUAL,four wheel drive,4,No category,Compact,Extended Cab Pickup,21,19,2031,25645
10184,Toyota,Tacoma,2015,0,159,4,AUTOMATIC,four wheel drive,4,No category,Compact,Extended Cab Pickup,21,18,2031,25700
10228,Toyota,Tacoma,2017,0,278,6,AUTOMATIC,rear wheel drive,4,No category,Compact,Extended Cab Pickup,24,19,2031,25730
10177,Toyota,Tacoma,2015,0,236,6,MANUAL,four wheel drive,4,No category,Compact,Extended Cab Pickup,19,15,2031,26355
10204,Toyota,Tacoma,2016,0,159,4,AUTOMATIC,four wheel drive,4,No category,Compact,Extended Cab Pickup,22,19,2031,26735
10239,Toyota,Tacoma,2017,0,159,4,AUTOMATIC,four wheel drive,4,No category,Compact,Extended Cab Pickup,22,19,2031,27195
10168,Toyota,Tacoma,2015,0,236,6,AUTOMATIC,four wheel drive,4,No category,Compact,Extended Cab Pickup,21,16,2031,27235
10166,Toyota,Tacoma,2015,0,236,6,MANUAL,four wheel drive,4,No category,Compact,Crew Cab Pickup,19,15,2031,27355
10197,Toyota,Tacoma,2016,0,278,6,AUTOMATIC,rear wheel drive,4,No category,Compact,Extended Cab Pickup,24,19,2031,27355
10180,Toyota,Tacoma,2015,0,236,6,AUTOMATIC,four wheel drive,4,No category,Compact,Crew Cab Pickup,21,16,2031,28235
10202,Toyota,Tacoma,2016,0,278,6,AUTOMATIC,rear wheel drive,4,No category,Compact,Crew Cab Pickup,24,19,2031,28345
10186,Toyota,Tacoma,2016,0,278,6,AUTOMATIC,four wheel drive,4,No category,Compact,Crew Cab Pickup,23,18,2031,29275
10227,Toyota,Tacoma,2017,0,278,6,AUTOMATIC,rear wheel drive,4,No category,Compact,Crew Cab Pickup,24,19,2031,29690
10232,Toyota,Tacoma,2017,0,278,6,AUTOMATIC,four wheel drive,4,No category,Compact,Crew Cab Pickup,23,18,2031,29735
10209,Toyota,Tacoma,2016,0,278,6,AUTOMATIC,four wheel drive,4,No category,Compact,Extended Cab Pickup,23,18,2031,30530
10194,Toyota,Tacoma,2016,0,278,6,MANUAL,four wheel drive,4,No category,Compact,Extended Cab Pickup,20,17,2031,31680
10243,Toyota,Tacoma,2017,0,278,6,AUTOMATIC,four wheel drive,4,No category,Compact,Extended Cab Pickup,23,18,2031,31875
10238,Toyota,Tacoma,2017,0,278,6,MANUAL,four wheel drive,4,No category,Compact,Extended Cab Pickup,21,17,2031,32390
10195,Toyota,Tacoma,2016,0,278,6,MANUAL,four wheel drive,4,No category,Compact,Crew Cab Pickup,20,17,2031,32460
10207,Toyota,Tacoma,2016,0,278,6,MANUAL,four wheel drive,4,No category,Compact,Crew Cab Pickup,21,17,2031,32460
10215,Toyota,Tacoma,2017,0,278,6,MANUAL,four wheel drive,4,No category,Compact,Crew Cab Pickup,20,17,2031,33075
10330,Toyota,Tercel,1996,0,93,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,35,27,2031,2000
10331,Toyota,Tercel,1996,0,93,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,35,27,2031,2000
10332,Toyota,Tercel,1996,0,93,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,36,29,2031,2000
10335,Toyota,Tercel,1997,0,93,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,35,28,2031,2000
10334,Toyota,Tercel,1997,0,93,4,MANUAL,front wheel drive,4,No category,Compact,Sedan,35,28,2031,2041
10336,Toyota,Tercel,1998,0,93,4,MANUAL,front wheel drive,2,No category,Compact,Coupe,35,27,2031,2148
10958,Toyota,Tundra,2015,0,310,8,AUTOMATIC,rear wheel drive,4,No category,Large,Extended Cab Pickup,19,15,2031,28510
10928,Toyota,Tundra,2015,0,381,8,AUTOMATIC,rear wheel drive,2,No category,Large,Regular Cab Pickup,18,13,2031,29120
10987,Toyota,Tundra,2016,0,310,8,AUTOMATIC,rear wheel drive,4,No category,Large,Extended Cab Pickup,19,15,2031,29140
10988,Toyota,Tundra,2016,1,381,8,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,2031,29950
11000,Toyota,Tundra,2016,0,381,8,AUTOMATIC,rear wheel drive,2,No category,Large,Regular Cab Pickup,18,13,2031,29950
10961,Toyota,Tundra,2015,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,Extended Cab Pickup,18,13,2031,30010
11055,Toyota,Tundra,2017,0,310,8,AUTOMATIC,rear wheel drive,4,No category,Large,Extended Cab Pickup,19,15,2031,30020
11029,Toyota,Tundra,2017,0,381,8,AUTOMATIC,rear wheel drive,2,No category,Large,Regular Cab Pickup,18,13,2031,30400
11036,Toyota,Tundra,2017,1,381,8,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,2031,30400
10968,Toyota,Tundra,2016,1,381,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2031,30840
10980,Toyota,Tundra,2016,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,Extended Cab Pickup,18,13,2031,30840
11043,Toyota,Tundra,2017,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,Extended Cab Pickup,18,13,2031,31290
11049,Toyota,Tundra,2017,1,381,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2031,31290
10940,Toyota,Tundra,2015,0,310,8,AUTOMATIC,four wheel drive,4,No category,Large,Extended Cab Pickup,18,14,2031,31560
10949,Toyota,Tundra,2015,1,381,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,17,13,2031,32170
10965,Toyota,Tundra,2015,0,381,8,AUTOMATIC,four wheel drive,2,No category,Large,Regular Cab Pickup,17,13,2031,32170
10993,Toyota,Tundra,2016,0,310,8,AUTOMATIC,four wheel drive,4,No category,Large,Extended Cab Pickup,18,14,2031,32190
10956,Toyota,Tundra,2015,0,310,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,19,15,2031,32480
10995,Toyota,Tundra,2016,1,381,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,17,13,2031,33000
11013,Toyota,Tundra,2016,0,381,8,AUTOMATIC,four wheel drive,2,No category,Large,Regular Cab Pickup,17,13,2031,33000
10934,Toyota,Tundra,2015,1,381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,17,13,2031,33060
10947,Toyota,Tundra,2015,0,381,8,AUTOMATIC,four wheel drive,4,No category,Large,Extended Cab Pickup,17,13,2031,33060
11056,Toyota,Tundra,2017,0,310,8,AUTOMATIC,four wheel drive,4,No category,Large,Extended Cab Pickup,18,14,2031,33070
10989,Toyota,Tundra,2016,0,310,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,19,15,2031,33270
11017,Toyota,Tundra,2017,0,381,8,AUTOMATIC,four wheel drive,2,No category,Large,Regular Cab Pickup,17,13,2031,33450
11063,Toyota,Tundra,2017,1,381,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,17,13,2031,33450
11009,Toyota,Tundra,2016,1,381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,17,13,2031,33890
11014,Toyota,Tundra,2016,0,381,8,AUTOMATIC,four wheel drive,4,No category,Large,Extended Cab Pickup,17,13,2031,33890
10960,Toyota,Tundra,2015,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,18,13,2031,33980
11035,Toyota,Tundra,2017,0,310,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,19,15,2031,34150
11045,Toyota,Tundra,2017,1,381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,17,13,2031,34340
11050,Toyota,Tundra,2017,0,381,8,AUTOMATIC,four wheel drive,4,No category,Large,Extended Cab Pickup,17,13,2031,34340
10974,Toyota,Tundra,2016,1,381,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,2031,34970
11003,Toyota,Tundra,2016,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,18,13,2031,34970
11019,Toyota,Tundra,2017,1,381,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,2031,35420
11057,Toyota,Tundra,2017,0,381,8,AUTOMATIC,rear wheel drive,4,No category,Large,Crew Cab Pickup,18,13,2031,35420
10946,Toyota,Tundra,2015,0,310,8,AUTOMATIC,four wheel drive,4,No category,Large,Crew Cab Pickup,18,14,2031,35530
